,Number of views last 7 days,Price,currency,amount,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Size,Material,Location,Country
5484,131,CHF 189900,CHF,189900.0,188001.0,Motor Yacht,Monterey ,"new boat from stock,Unleaded",Used,2017.0,10.7,3.4,36.379999999999995,GRP,Switzerland Â» 3421 Lyssach,Switzerland 
3428,131,EUR 2490000,EUR,2490000.0,2490000.0,Passenger boat,,"Used boat,Diesel",Used,1990.0,1.05,10.15,10.6575,Steel,Netherlands Â» Omgeving Rotterdam,Netherlands 
7810,131,EUR 53754,EUR,53754.0,53754.0,Bowrider,Regal ,"new boat from stock,Unleaded",Used,2021.0,6.0,2.5,15.0,GRP,Germany Â» Lake Constance Â» Lindau/Bodensee,Germany 
709,131,CHF 39220,CHF,39220.0,38827.8,Bowrider,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",Used,2020.0,5.73,2.29,13.1217,GRP,Switzerland Â» Neuenburgersee Â» Concise ,Switzerland 
2757,131,EUR 350000,EUR,350000.0,350000.0,Motor Yacht,de Ruiter ,"Used boat,Diesel",Used,1976.0,19.25,5.26,101.255,,Italy Â» Naples,Italy 
1264,131,EUR 63000,EUR,63000.0,63000.0,Motor Yacht,,"Used boat,Unleaded",Used,2009.0,9.18,3.18,29.1924,GRP,Italy Â» Nord Adria,Italy 
7109,131,EUR 72000,EUR,72000.0,72000.0,Fishing Boat,Jeanneau ,"Used boat,Diesel",Used,2007.0,9.76,3.16,30.8416,PVC,"France Â» ETABLES SUR MER, France",France 
5541,131,EUR 170000,EUR,170000.0,170000.0,Flybridge,Azimut ,"Used boat,Diesel",new,1998.0,14.5,4.42,64.09,GRP,Italy Â» Mar Tirreno,Italy 
6758,131,EUR 85000,EUR,85000.0,85000.0,Trawler,Colvic ,"Used boat,Diesel",Used,1983.0,11.58,3.94,45.6252,GRP,Portugal Â» Lisbon,Portugal 
514,131,EUR 27900,EUR,27900.0,27900.0,Motor Yacht,Doral ,"Used boat,Unleaded",Used,1991.0,8.25,2.89,23.8425,GRP,Netherlands Â» Raum Sneek,Netherlands 
1058,131,EUR 52000,EUR,52000.0,52000.0,Sport Boat,Rinker ,"Used boat,Unleaded",Used,2007.0,8.79,2.45,21.5355,,Spain Â» Alicante,Spain 
5836,131,EUR 144900,EUR,144900.0,144900.0,Motor Yacht,Bavaria ,"new boat from stock,Unleaded",Used,2019.0,9.31,2.99,27.836900000000004,GRP,Germany Â» Baden-WÃ¼rttemberg Â» Kressbronn-Gohren,Germany 
82,131,EUR 7500,EUR,7500.0,7500.0,Center console boat,B2 Marine ,"Used boat,Unleaded",Used,2005.0,5.23,2.15,11.2445,PVC,"France Â» Saint Quay Portrieux, France",France 
691,131,EUR 35250,EUR,35250.0,35250.0,Bowrider,Bayliner ,"new boat from stock,Unleaded",Used,2020.0,5.7,2.26,12.882,GRP,Germany Â» Kiel,Germany 
7013,131,EUR 75000,EUR,75000.0,75000.0,Sport Boat,Apreamare ,"Used boat,Diesel",new,1999.0,9.45,3.27,30.9015,,Italy Â» Nord Adria,Italy 
741,131,EUR 38000,EUR,38000.0,38000.0,Pontoon Boat,Saver ,Used boat,Used,2020.0,7.75,2.55,19.7625,GRP,Italy Â» Friuli Venezia Giulia Â» Villa Vicentina,Italy 
6463,131,EUR 99000,EUR,99000.0,99000.0,Motor Yacht,Bavaria ,"Used boat,Diesel",new,2004.0,11.95,3.99,47.6805,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
5858,131,EUR 140000,EUR,140000.0,140000.0,Sport Boat,QErre ,"Used boat,Diesel",Used,2006.0,15.0,4.45,66.75,,"Italy Â» Campania Â» Napoli, Campania",Italy 
5268,131,EUR 199000,EUR,199000.0,199000.0,Hardtop,Galeon ,"Used boat,Diesel",Used,2016.0,10.9,3.35,36.515,GRP,Spain Â» Mallorca Â» Mallorca ,Spain 
7977,131,EUR 49000,EUR,49000.0,49000.0,Sport Boat,Albatro ,"Used boat,Unleaded",new,2015.0,8.2,2.45,20.09,,Italy Â» Lago,Italy 
531,131,EUR 28500,EUR,28500.0,28500.0,Cabin Boat,West Bay ,"Used boat,Diesel",new,1997.0,6.5,2.58,16.77,,Germany Â» BOOTSCENTER KESER,Germany 
6549,131,EUR 95000,EUR,95000.0,95000.0,Motor Yacht,Birchwood ,"Used boat,Diesel",Used,2002.0,10.36,3.42,35.4312,,Germany Â» Nordsee,Germany 
8146,131,EUR 45000,EUR,45000.0,45000.0,Flybridge,Scand ,"Used boat,Diesel",Used,1999.0,8.84,3.24,28.6416,GRP,,
5938,131,EUR 135000,EUR,135000.0,135000.0,Sport Boat,AXOPAR ,"new boat from stock,Unleaded",Used,2020.0,9.4,2.95,27.730000000000004,GRP,Switzerland Â» Lago Maggiore Â» Riazzino / Locarno ,Switzerland 
2997,131,EUR 570000,EUR,570000.0,570000.0,Trawler,BÃ©nÃ©teau ,"Used boat,Diesel",new,2011.0,17.0,4.9,83.30000000000001,PVC,"France Â» HyÃ¨res, France",France 
4677,130,EUR 294900,EUR,294900.0,294900.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2009.0,14.96,4.3,64.328,GRP,Greece,Greece
6630,130,EUR 90000,EUR,90000.0,90000.0,Motor Yacht,Colombo ,"Used boat,Diesel",Used,2004.0,10.54,2.98,31.4092,GRP,"Italy Â» Lombardy, Soiano del Lago",Italy 
7067,130,EUR 74500,EUR,74500.0,74500.0,Motor Yacht,,"Used boat,Diesel",Used,1927.0,18.25,4.7,85.775,Steel,Netherlands Â» Omgeving Dordrecht,Netherlands 
6459,130,EUR 99000,EUR,99000.0,99000.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,2000.0,11.58,3.96,45.8568,GRP,Germany Â» Brandenburg Â» Berlin / Brandenburg,Germany 
8009,130,EUR 48900,EUR,48900.0,48900.0,Sport Boat,Sea Ray ,new boat from stock,Used,2019.0,6.55,2.54,16.637,,Germany Â» Berlin Â» Hollandboot Berlin,Germany 
4148,130,EUR 469000,EUR,469000.0,469000.0,Motor Yacht,Franchini ,"Used boat,Diesel",Used,2006.0,17.15,4.8,82.32,GRP,Spain Â» Mallorca Â» Mallorca,Spain 
6478,130,EUR 99000,EUR,99000.0,99000.0,Motor Yacht,Pershing ,"Used boat,Diesel",Used,1998.0,13.2,3.98,52.535999999999994,PVC,"France Â» HyÃ¨res, France",France 
8717,130,EUR 32800,EUR,32800.0,32800.0,Sport Boat,Four Winns ,"Used boat,Diesel",Used,1992.0,8.4,2.6,21.840000000000003,GRP,Germany Â» Cuxhaven,Germany 
4290,130,EUR 399000,EUR,399000.0,399000.0,Motor Yacht,Pershing ,"Used boat,Diesel",Used,2008.0,15.23,4.38,66.7074,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL DUBROVNIK,Croatia (Hrvatska) 
4424,130,EUR 359000,EUR,359000.0,359000.0,Flybridge,Sessa ,"Used boat,Diesel",Used,2018.0,11.76,3.9,45.864,GRP,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
2524,130,EUR 250000,EUR,250000.0,250000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,2003.0,17.05,4.65,79.28250000000001,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Liguria",Italy 
3085,130,EUR 779000,EUR,779000.0,779000.0,Motor Yacht,Astondoa ,"Used boat,Diesel",Used,2015.0,16.76,5.0,83.80000000000001,GRP,Spain Â» Murcia,Spain 
7856,130,EUR 51346,EUR,51346.0,51346.0,Bowrider,Sea Ray ,Used boat,Used,,5.94,2.5,14.850000000000001,,"Belgium Â» Nieuwpoort, Belgique",Belgium 
817,130,CHF 43800,CHF,43800.0,43362.0,Sport Boat,Windy Oceancraft ,"Used boat,Unleaded",new,,6.8,2.45,16.66,GRP,Switzerland Â» Lake Constance Â» Verkaufslager NW Altnau,Switzerland 
7844,130,EUR 51900,EUR,51900.0,51900.0,Passenger boat,Alfastreet Marine ,"Used boat,Electric",Used,2017.0,7.8,2.45,19.11,GRP,Hungary Â» Balaton,Hungary 
2636,130,EUR 290000,EUR,290000.0,290000.0,Hardtop,Absolute ,"Used boat,Diesel",new,2010.0,17.07,4.57,78.0099,,Italy Â» San ?iljan,Italy 
1030,130,EUR 49990,EUR,49990.0,49990.0,Trawler,,"Used boat,Diesel",new,1985.0,10.5,3.5,36.75,Steel,Germany Â» Berlin Â» Berlin,Germany 
7594,130,EUR 59000,EUR,59000.0,59000.0,Sport Boat,Chaparral ,"Used boat,Unleaded",Used,2010.0,8.23,2.59,21.3157,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
7886,130,EUR 50000,EUR,50000.0,50000.0,Flybridge,Fairline ,"Used boat,Diesel",new,1981.0,13.3,3.9,51.870000000000005,PVC,"France Â» BARNEVILLE CARTERET, France",France 
7870,130,CHF 54900,CHF,54900.0,54351.0,Fishing Boat,Selection Boats ,"new boat from stock,Unleaded",Used,2019.0,6.6,2.49,16.434,GRP,Switzerland Â» Bouveret,Switzerland 
5601,130,EUR 164750,EUR,164750.0,164750.0,Deck Boat,BÃ©nÃ©teau ,new boat from stock,Used,2020.0,9.98,3.35,33.433,,Germany Â» Baden-WÃ¼rttemberg Â» Mannheim,Germany 
3952,130,EUR 598000,EUR,598000.0,598000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",new,2013.0,15.93,4.3,68.499,GRP,Spain Â» Santa Ponca ,Spain 
8604,130,EUR 35000,EUR,35000.0,35000.0,Sport Boat,Colombo ,"Used boat,Unleaded",new,1986.0,8.85,2.75,24.3375,GRP,"Italy Â» Lombardy, Soiano del Lago",Italy 
1258,130,EUR 63000,EUR,63000.0,63000.0,Motor Yacht,Gulf Craft ,"Used boat,Unleaded",new,2003.0,10.97,,,GRP,Montenegro Â» Budva,Montenegro 
2162,130,EUR 160000,EUR,160000.0,160000.0,Trawler,Hollandia ,"Used boat,Diesel",Used,2012.0,11.0,3.7,40.7,Steel,Germany Â» Berlin Â» BERLIN / SPANDAU,Germany 
8536,130,CHF 39840,CHF,39840.0,39441.6,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",Used,2020.0,5.75,2.36,13.569999999999999,GRP,Switzerland Â» Luganersee Â» Caslano,Switzerland 
1774,130,DKK 750000,DKK,750000.0,97500.0,Motor Yacht,Sea Ray ,Used boat,new,1998.0,15.0,4.08,61.2,GRP,Denmark Â» Nordjylland,Denmark 
1973,130,EUR 129000,EUR,129000.0,129000.0,Motor Yacht,Apreamare ,Used boat,Used,2005.0,9.98,3.56,35.528800000000004,,Italy Â» Adriatico,Italy 
650,130,EUR 33900,EUR,33900.0,33900.0,Sport Boat,Marinello ,new boat from stock,Used,2015.0,7.45,2.49,18.550500000000003,,Germany Â» Hock Boote,Germany 
7400,130,CHF 69925,CHF,69925.0,69225.75,Sport Boat,Ayros ,"Display Model,Unleaded",Used,2020.0,6.99,2.55,17.8245,GRP,Switzerland Â» VierwaldstÃ¤ttersee Â» Luzern,Switzerland 
8176,130,EUR 44900,EUR,44900.0,44900.0,Sport Boat,Marinello ,new boat from stock,new,2015.0,6.8,2.49,16.932000000000002,GRP,Germany Â» Hock Boote,Germany 
2658,130,EUR 295000,EUR,295000.0,295000.0,Motor Yacht,VanDutch ,Used boat,Diesel,2010.0,11.98,3.5,41.93,GRP,Netherlands Â» In verkoophaven,Netherlands 
8133,130,EUR 45000,EUR,45000.0,45000.0,Trawler,Gruno ,"Used boat,Diesel",Used,1985.0,10.0,3.0,30.0,Steel,Croatia (Hrvatska) Â» Kvarner,Croatia (Hrvatska) 
9442,130,EUR 16900,EUR,16900.0,16900.0,Motor Yacht,Freedom ,Used boat,new,1991.0,8.46,2.48,20.980800000000002,GRP,Germany Â» LAMPERTHEIM,Germany 
3206,130,EUR 1391400,EUR,1391400.0,1391400.0,Sport Boat,Cranchi ,"new boat from stock,Diesel",new,2020.0,18.52,4.85,89.82199999999999,GRP,"Austria Â» Linz Marine Test Centre ""Italo Monzino""",Austria 
2184,130,EUR 165000,EUR,165000.0,165000.0,Trawler,Aquanaut ,"Used boat,Diesel",Used,1998.0,11.65,3.85,44.8525,Steel,Turkey Â» Marmaris,Turkey 
5747,130,EUR 150000,EUR,150000.0,150000.0,Trawler,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2008.0,13.5,4.17,56.295,GRP,Croatia (Hrvatska) Â» Sibenik,Croatia (Hrvatska) 
5512,130,EUR 174500,EUR,174500.0,174500.0,Flybridge,Sea Ray ,"Used boat,Diesel",Used,2001.0,16.46,4.72,77.6912,GRP,Italy Â» I West,Italy 
3468,130,EUR 1980000,EUR,1980000.0,1980000.0,Motor Yacht,Riva ,"Used boat,Diesel",Diesel,2009.0,26.03,6.16,160.34480000000002,GRP,France Â» Antibes,France 
27,130,CHF 4030,CHF,4030.0,3989.7,Fishing Boat,Linder ,new boat from stock,Used,2018.0,3.55,1.46,5.183,Aluminium,Switzerland Â» VierwaldstÃ¤ttersee Â» Luzern ,Switzerland 
330,130,EUR 19900,EUR,19900.0,19900.0,Classic,Solcio ,"Used boat,Unleaded",Used,1976.0,5.6,2.25,12.6,,"Germany Â» Bayern Â» Boote Pfister GmbH, Schwebheim / Schweinfurt",Germany 
6220,130,EUR 115000,EUR,115000.0,115000.0,Motor Yacht,,"Used boat,Diesel",Diesel,1974.0,14.0,4.0,56.0,Steel,Netherlands Â» Brielle (NL),Netherlands 
3331,130,EUR 16750000,EUR,16750000.0,16750000.0,Mega Yacht,Moonen ,new boat from stock,new,2020.0,36.3,8.0,290.4,,Germany Â» Nordsee Holland,Germany 
4876,130,EUR 260000,EUR,260000.0,260000.0,Hardtop,Prestige Yachts ,"Used boat,Diesel",Used,2013.0,13.36,4.16,55.5776,PVC,"France Â» Mandelieu la Napoule, France",France 
444,130,EUR 24900,EUR,24900.0,24900.0,Sport Boat,Bayliner ,Used boat,Used,1999.0,8.44,2.57,21.690799999999996,,Germany Â» DE,Germany 
5961,129,EUR 134500,EUR,134500.0,134500.0,Sport Boat,Regal ,"new boat from stock,Unleaded",new,,7.9,2.54,20.066000000000003,GRP,"Germany Â» BOOTESSERVICE ENK TREIS MOSEL BO, BOOTESSERVICE EN",Germany 
6711,129,EUR 87900,EUR,87900.0,87900.0,Motor Yacht,Bavaria ,"Used boat,Diesel",Used,2007.0,10.0,3.0,30.0,GRP,Croatia (Hrvatska) Â» Kvarner,Croatia (Hrvatska) 
7924,129,EUR 49900,EUR,49900.0,49900.0,Bowrider,Sea Ray ,"new boat from stock,Unleaded",Used,2020.0,6.55,2.54,16.637,GRP,Germany Â» Boote Pfister GmbH Schwebheim / Schweinfurt,Germany 
4909,129,DKK 1889900,DKK,1889900.0,245687.0,Hardtop,Bavaria ,new boat from stock,new,2020.0,13.29,3.99,53.0271,,Denmark Â» Ab vÃ¦rft,Denmark 
8773,129,CHF 34000,CHF,34000.0,33660.0,Motor Yacht,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",Used,2020.0,5.55,2.29,12.7095,GRP,Switzerland Â» Neuenburgersee Â» Concise ,Switzerland 
4058,129,EUR 520000,EUR,520000.0,520000.0,Motor Yacht,Azimut ,"Used boat,Diesel",new,2002.0,22.54,5.51,124.19539999999999,GRP,Malta Â» INFO BOOTE RIEDL,Malta 
2724,129,EUR 335000,EUR,335000.0,335000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2009.0,14.0,4.29,60.06,GRP,Portugal Â» Lisbon,Portugal 
5584,129,EUR 165000,EUR,165000.0,165000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2008.0,14.19,4.1,58.178999999999995,GRP,Italy Â» Friuli-Venezia Giulia,Italy 
6855,129,EUR 80000,EUR,80000.0,80000.0,Pilothouse,Quicksilver ,"new boat from stock,Unleaded",Used,,8.88,2.99,26.551200000000005,GRP,Germany Â» Berlin Â» BOOTSCENTER KESER BERLIN,Germany 
7229,129,EUR 69000,EUR,69000.0,69000.0,Center console boat,Cranchi ,"Used boat,Diesel",new,2001.0,11.47,3.49,40.030300000000004,,France,France
1071,129,EUR 53648,EUR,53648.0,53648.0,Center console boat,BÃ©nÃ©teau ,"new boat from stock,Unleaded",Used,2020.0,7.26,2.48,18.0048,GRP,Austria Â» Wr. Neustadt,Austria 
5599,129,EUR 165000,EUR,165000.0,165000.0,Sport Boat,Boesch ,"Used boat,Electric",new,2008.0,6.2,2.2,13.640000000000002,Wood,Germany Â» Ammersee Â» Ammersee,Germany 
4043,129,EUR 539000,EUR,539000.0,539000.0,Hardtop,Pershing ,"Used boat,Diesel",Used,2008.0,15.83,4.31,68.2273,GRP,Spain Â» Costa Blanca Â» Calpe,Spain 
1285,129,EUR 65000,EUR,65000.0,65000.0,Motor Yacht,BÃ©nÃ©teau ,Used boat,Used,2005.0,9.8,3.11,30.478,GRP,Italy Â» Mar Tirreno,Italy 
440,129,EUR 24900,EUR,24900.0,24900.0,Cabin Boat,,"Used boat,Unleaded",Used,2013.0,6.0,1.9,11.399999999999999,Wood,Germany Â» MUENCHEN,Germany 
6734,129,EUR 87000,EUR,87000.0,87000.0,Motor Yacht,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2009.0,10.0,3.33,33.3,,Italy Â» Aprilia Marittima di Latisana (UD),Italy 
5751,129,EUR 149500,EUR,149500.0,149500.0,Motor Yacht,Sarnico ,Used boat,new,1998.0,16.7,4.38,73.146,GRP,Croatia (Hrvatska),Croatia (Hrvatska)
6037,129,EUR 128500,EUR,128500.0,128500.0,Trawler,Pedro ,"Used boat,Diesel",Used,2010.0,9.7,3.5,33.949999999999996,Steel,Germany Â» Schleswig-Holstein Â» Kappeln,Germany 
7857,129,EUR 51290,EUR,51290.0,51290.0,Bowrider,Finnmaster ,"new boat from stock,Unleaded",new,2020.0,6.39,2.29,14.633099999999999,GRP,Germany Â» Ostsee Â» Laboe bei Kiel,Germany 
1079,129,EUR 53100,EUR,53100.0,53100.0,Cabin Boat,Quicksilver ,"new boat from stock,Unleaded",Used,,6.99,2.55,17.8245,GRP,Germany Â» 1,Germany 
7724,129,EUR 55000,EUR,55000.0,55000.0,Sport Boat,Chaparral ,Used boat,Used,2010.0,8.84,2.9,25.636,GRP,Italy Â» Campania Â» Campania,Italy 
8990,129,EUR 26900,EUR,26900.0,26900.0,Sport Boat,Marinello ,new boat from stock,Used,2015.0,5.9,2.48,14.632000000000001,,Germany Â» Hock Boote,Germany 
3729,129,EUR 880000,EUR,880000.0,880000.0,Flybridge,Absolute ,"Used boat,Diesel",new,2015.0,17.0,5.0,85.0,GRP,Croatia (Hrvatska) Â» Split,Croatia (Hrvatska) 
7099,129,EUR 73000,EUR,73000.0,73000.0,Motor Yacht,Innovazioni e Progetti ,"Used boat,Diesel",Used,2004.0,11.63,3.7,43.031000000000006,GRP,"Italy Â» Marche - Umbria Â» Ancona, Marche",Italy 
288,129,EUR 18000,EUR,18000.0,18000.0,Cabin Boat,Saura ,"Used boat,Diesel",Used,1993.0,7.35,2.72,19.992,GRP,Spain Â» Mallorca Â» Cala dÂ´Or,Spain 
7092,129,EUR 73000,EUR,73000.0,73000.0,Wakeboard/Wakesurf,Heyday ,"Used boat,Unleaded",Used,2018.0,7.16,2.44,17.4704,PVC,"France Â» Saint-Jorioz, France",France 
1850,129,EUR 110000,EUR,110000.0,110000.0,Center console boat,,"Used boat,Diesel",Used,2006.0,13.2,3.27,43.163999999999994,GRP,Italy Â» Campania Â» Campania,Italy 
3364,129,EUR 4900000,EUR,4900000.0,4900000.0,Mega Yacht,Sunseeker ,"Used boat,Diesel",Display,2010.0,33.83,7.39,250.00369999999998,GRP,France Â» Antibes,France 
6259,129,EUR 118500,EUR,118500.0,118500.0,Motor Yacht,Cranchi ,new boat on order,new,2020.0,7.85,2.49,19.5465,PVC,France,France
8452,129,EUR 39000,EUR,39000.0,39000.0,Pilothouse,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2009.0,7.74,2.92,22.6008,PVC,"France Â» les sables d'olonne, France",France 
2448,129,EUR 230000,EUR,230000.0,230000.0,Trawler,BÃ©nÃ©teau ,"Used boat,Diesel",Used,2016.0,10.98,3.98,43.7004,PVC,"France Â» ANTIBES, ANTIBES",France 
8277,129,EUR 42000,EUR,42000.0,42000.0,Motor Yacht,Crownline ,"Used boat,Unleaded",Used,2003.0,7.87,2.59,20.3833,GRP,Germany Â» INFO DD-YACHTING,Germany 
9377,129,EUR 18399,EUR,18399.0,18399.0,Runabout,Karnic ,new boat from stock,Used,2018.0,5.65,2.3,12.995,GRP,Germany Â» Lake Constance Â» Lindau/Bodensee,Germany 
1819,129,CHF 115700,CHF,115700.0,114543.0,Cabin Boat,Nasbo ,"new boat from stock,Unleaded",Used,2020.0,8.12,2.55,20.705999999999996,GRP,Switzerland Â» Lake Constance Â» Verkaufslager NW Altnau,Switzerland 
2412,129,EUR 220000,EUR,220000.0,220000.0,Motor Yacht,Jeanneau ,"Used boat,Diesel",Used,2016.0,11.15,3.74,41.701,GRP,Netherlands Â» INFO DD-YACHTING,Netherlands 
9379,129,EUR 18300,EUR,18300.0,18300.0,Classic,WeiBo ,new boat from stock,new,2021.0,6.0,1.65,9.899999999999999,Wood,Switzerland Â» Lake Constance Â» Wagenhausen,Switzerland 
3009,129,EUR 591192,EUR,591192.0,591192.0,Motor Yacht,Greenline ,"new boat from stock,Diesel",Used,,15.57,4.57,71.15490000000001,GRP,Germany Â» AB WERFT,Germany 
8096,129,EUR 45900,EUR,45900.0,45900.0,Sport Boat,Sea Ray ,"new boat from stock,Unleaded",Used,,6.55,2.54,16.637,GRP,Germany Â» Hamburg Â» HAMBURG,Germany 
9621,129,EUR 12900,EUR,12900.0,12900.0,Motor Yacht,Allround ,"Used boat,Unleaded",new,1988.0,8.2,2.45,20.09,GRP,Germany Â» LAMPERHEIM,Germany 
5325,129,EUR 195000,EUR,195000.0,195000.0,Pilothouse,Boston Whaler ,"Used boat,Unleaded",Used,2014.0,8.51,2.9,24.679,PVC,"France Â» PORNICHET, PORNICHET",France 
2300,129,EUR 195000,EUR,195000.0,195000.0,Flybridge,Ferretti ,Used boat,new,2005.0,14.4,4.33,62.352000000000004,GRP,Spain Â» Barcellona,Spain 
1985,129,EUR 130000,EUR,130000.0,130000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",new,2002.0,14.11,4.24,59.8264,GRP,Spain Â» Marbella,Spain 
1899,128,EUR 120000,EUR,120000.0,120000.0,Motor Yacht,Pershing ,Used boat,Used,2006.0,11.78,3.25,38.285,GRP,Spain Â» Balearic Islands,Spain 
9011,128,EUR 26500,EUR,26500.0,26500.0,Sport Boat,Quicksilver ,"new boat from stock,Unleaded",Used,2020.0,6.02,2.34,14.086799999999998,GRP,Germany Â» 1,Germany 
6744,128,EUR 85962,EUR,85962.0,85962.0,Bowrider,Regal ,"new boat from stock,Unleaded",Used,2021.0,6.8,2.5,17.0,GRP,Germany Â» Lake Constance Â» Lindau/Bodensee,Germany 
5613,128,CHF 175000,CHF,175000.0,173250.0,Sport Boat,Marino ,"Used boat,Diesel",new,2013.0,8.2,2.9,23.779999999999998,GRP,Switzerland Â» Lake Constance Â» Gottlieben ,Switzerland 
1759,128,EUR 99900,EUR,99900.0,99900.0,Trawler,Linssen ,"Used boat,Diesel",Used,1993.0,12.35,3.85,47.5475,Steel,"Germany Â» BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Germany 
2916,128,EUR 475000,EUR,475000.0,475000.0,Motor Yacht,Linssen ,"Used boat,Diesel",new,2015.0,13.25,4.35,57.637499999999996,Steel,Netherlands Â» Limburg Â» Maasbracht,Netherlands 
4335,128,EUR 389000,EUR,389000.0,389000.0,Passenger boat,,"Used boat,Diesel",Used,1995.0,30.0,6.4,192.0,Steel,Germany Â» D Mitte,Germany 
1501,128,CHF 84329,CHF,84329.0,83485.71,Sport Boat,Regal ,"new boat from stock,Unleaded",Used,2021.0,6.4,2.5,16.0,GRP,Switzerland Â» Lake of Zurich Â» Altendorf ,Switzerland 
4684,128,EUR 291500,EUR,291500.0,291500.0,Hardtop,Sealine ,"new boat from stock,Diesel",new,2020.0,10.31,3.5,36.085,,Germany Â» Baden-WÃ¼rttemberg Â» Mannheim ,Germany 
7683,128,EUR 56000,EUR,56000.0,56000.0,Motor Yacht,Bavaria ,"Used boat,Unleaded",new,2001.0,9.6,2.98,28.608,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,Croatia (Hrvatska) 
681,128,EUR 35000,EUR,35000.0,35000.0,Sport Boat,Cruisers Yachts ,"Used boat,Unleaded",Used,1994.0,9.7,3.2,31.04,GRP,Germany Â» Havel Â» GroÃ Kreutz ,Germany 
3777,128,EUR 800000,EUR,800000.0,800000.0,Trawler,Ocean Alexander ,"Used boat,Diesel",Used,2010.0,19.01,5.0,95.05000000000001,GRP,France Â» PACA,France 
664,128,EUR 34900,EUR,34900.0,34900.0,Fishing Boat,Osprey ,new boat from stock,new,2000.0,8.0,2.8,22.4,GRP,Netherlands Â» In verkoophaven,Netherlands 
1982,128,EUR 130000,EUR,130000.0,130000.0,Motor Yacht,Azimut ,Used boat,Used,1997.0,12.35,3.98,49.153,GRP,Italy Â» Campania Â» Campania,Italy 
9488,128,EUR 15900,EUR,15900.0,15900.0,Water ski,,Used boat,new,,6.3,2.2,13.860000000000001,,Germany Â» Ausstellungshalle Schweich,Germany 
8281,128,EUR 42000,EUR,42000.0,42000.0,Cabin Boat,Glastron ,"Used boat,Unleaded",Used,2007.0,7.57,2.59,19.6063,GRP,"Italy Â» Lombardy, Soiano del Lago",Italy 
7444,128,EUR 63000,EUR,63000.0,63000.0,"Cabin Boat,Hardtop",,"Used boat,Diesel",Used,2004.0,10.57,3.08,32.5556,GRP,France Â» MÃ©diterranÃ©e Â» marines de cogolin,France 
504,128,EUR 27000,EUR,27000.0,27000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,1981.0,9.8,3.3,32.34,GRP,Germany Â» ?-STERREICH INFO DD-YACHTING,Germany 
438,128,EUR 24900,EUR,24900.0,24900.0,Cabin Boat,,Diesel,Used,1970.0,9.5,3.2,30.400000000000002,Steel,Germany Â» 67059 Ludwigshafen,Germany 
982,128,EUR 49000,EUR,49000.0,49000.0,Sport Boat,Four Winns ,"Used boat,Unleaded",Used,2007.0,7.92,2.55,20.195999999999998,GRP,Germany Â» LAMPERTHEIM,Germany 
7896,128,EUR 50000,EUR,50000.0,50000.0,Bowrider,Cobalt ,"Used boat,Unleaded",new,2015.0,8.12,2.59,21.030799999999996,,Spain Â» Mallorca Â» Calvia / Mallorca,Spain 
2252,128,EUR 178000,EUR,178000.0,178000.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,2006.0,13.71,4.26,58.4046,,Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia,Italy 
4243,128,EUR 425000,EUR,425000.0,425000.0,Motor Yacht,Sunseeker ,Used boat,new,2009.0,17.35,4.6,79.81,GRP,Netherlands,Netherlands
5424,128,DKK 1350000,DKK,1350000.0,175500.0,Motor Yacht,Sunseeker ,"new boat from stock,Diesel",Used,1999.0,13.8,4.05,55.89,GRP,Denmark Â» Tyskland,Denmark 
6409,128,EUR 100000,EUR,100000.0,100000.0,Motor Yacht,,"Used boat,Diesel",Used,2006.0,11.5,3.6,41.4,GRP,Italy Â» Mar Tirreno,Italy 
1689,128,EUR 94000,EUR,94000.0,94000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2003.0,11.95,3.5,41.824999999999996,GRP,Germany Â» Norddeutschland,Germany 
