,Unnamed: 0,Number of views last 7 days,currency,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Material,Country,price_percentile
9298,9298,41,EUR,330000.0,Hardtop,Beneteau,Used boat,Used,2016.0,13.45,3.99,PVC,France ,81-90
9299,9299,41,EUR,27900.0,Pontoon Boat,Ranieri International ,"new boat from stock,Unleaded",new,2019.0,6.05,2.4,GRP,Italy ,11-20
9300,9300,41,EUR,44000.0,Center console boat,Kelt ,"Used boat,Unleaded",Used,2015.0,6.98,2.53,PVC,France ,21-30
9301,9301,41,EUR,194900.0,Hardtop,Piculjan Marine ,"Used boat,Diesel",Used,2007.0,12.37,3.72,GRP,Slovenia ,61-70
9302,9302,41,EUR,469000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2014.0,15.73,4.27,PVC,France ,81-90
9303,9303,41,EUR,44500.0,Sport Boat,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",new,2020.0,5.94,2.4,GRP,Germany ,21-30
9304,9304,41,EUR,469000.0,Hardtop,Beneteau,"Used boat,Diesel",Used,2019.0,14.78,4.2,PVC,France ,81-90
9305,9305,41,DKK,45630.0,Bowrider,Campion ,,,2019.0,5.0,2.0,,Denmark ,21-30
9306,9306,41,EUR,59000.0,Fishing Boat,ARS Mare ,Used boat,Used,1992.0,11.71,4.2,GRP,Italy ,31-40
9307,9307,41,EUR,159000.0,Trawler,,Used boat,Used,1903.0,23.8,4.78,Steel,France ,61-70
9308,9308,41,EUR,375000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2007.0,17.1,4.6,GRP,Spain ,81-90
9309,9309,41,EUR,85000.0,Flybridge,Sealine ,"Used boat,Diesel",Used,1998.0,10.5,3.35,PVC,France ,41-50
9310,9310,41,EUR,175000.0,Motor Yacht,Beneteau,"Used boat,Diesel",Used,2003.0,13.68,4.3,,Portugal ,61-70
9311,9311,41,EUR,415000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2011.0,13.78,4.3,GRP,Croatia (Hrvatska) ,81-90
9312,9312,41,Â£,73886.2,Pilothouse,Jeanneau ,new boat from stock,new,,6.71,2.57,,United Kingdom ,41-50
9313,9313,41,EUR,243000.0,Motor Yacht,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,10.52,3.2,GRP,Germany ,71-80
9314,9314,41,EUR,30900.0,Deck Boat,Beneteau,"Used boat,Unleaded",Used,2018.0,5.5,2.34,PVC,France ,11-20
9315,9315,41,Â£,57941.99999999999,Pilothouse,Jeanneau ,new boat from stock,new,2019.0,6.68,2.51,PVC,United Kingdom ,31-40
9316,9316,41,EUR,4600000.0,Motor Yacht,,"new boat from stock,Diesel",new,2018.0,26.34,6.35,,Italy ,91-100
9317,9317,41,EUR,149950.0,Sport Boat,SAY ,"Used boat,Unleaded",Used,2016.0,8.55,2.78,GRP,Germany ,61-70
9318,9318,41,EUR,130000.0,Sport Boat,,Used boat,Used,1987.0,13.9,,,Spain ,51-60
9319,9319,41,EUR,195000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2005.0,15.7,4.35,GRP,Croatia (Hrvatska),61-70
9320,9320,41,EUR,179000.0,Motor Yacht,Carnevali ,"Used boat,Diesel",Used,2004.0,13.0,4.15,GRP,Italy ,61-70
9321,9321,41,EUR,1222776.0,Motor Yacht,Cranchi ,"new boat on order,Diesel",new,2020.0,17.2,5.87,PVC,France,91-100
9322,9322,41,EUR,528900.0,Motor Yacht,Menorquin ,new boat from stock,new,,13.2,4.0,,Spain,81-90
9323,9323,41,EUR,440000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2009.0,14.3,4.52,GRP,Croatia (Hrvatska) ,81-90
9324,9324,41,EUR,295000.0,Motor Yacht,Astondoa ,"Used boat,Diesel",Used,2007.0,14.02,4.3,GRP,Spain ,71-80
9325,9325,41,EUR,55000.0,Sport Boat,Boston Whaler ,Used boat,Used,1990.0,9.3,3.6,GRP,Italy ,31-40
9326,9326,41,EUR,350000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2005.0,14.93,4.42,GRP,Portugal ,81-90
9327,9327,41,EUR,86000.0,Flybridge,Bertram Yacht ,"Used boat,Unleaded",Used,1980.0,8.7,3.35,,Italy ,41-50
9328,9328,41,EUR,50000.0,Flybridge,Guy Couach ,"Used boat,Diesel",Used,1989.0,9.41,3.62,GRP,Spain ,31-40
9329,9329,41,EUR,329000.0,Motor Yacht,van der Heijden ,Used boat,Used,2006.0,14.99,4.5,Steel,Netherlands ,81-90
9330,9330,41,EUR,180000.0,Motor Yacht,XL Marine ,"Used boat,Diesel",Used,2008.0,13.0,4.06,,Italy ,61-70
9331,9331,41,EUR,84500.0,Trawler,,Used boat,Used,1996.0,10.8,3.72,Steel,Netherlands ,41-50
9332,9332,41,EUR,69000.0,Motor Yacht,,"Used boat,Diesel",Used,1973.0,10.1,3.5,,Netherlands ,41-50
9333,9333,41,EUR,20000.0,Center console boat,,"Used boat,Diesel",Used,1998.0,8.0,2.6,,Italy ,0-10
9334,9334,41,EUR,119500.0,Center console boat,Boston Whaler ,Used boat,Used,2012.0,7.4,2.75,GRP,Netherlands ,51-60
9335,9335,41,EUR,57000.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,6.41,2.48,PVC,France ,31-40
9336,9336,41,EUR,388000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,2007.0,15.7,4.25,GRP,Croatia (Hrvatska) ,81-90
9337,9337,40,EUR,39500.0,Deck Boat,Moonday ,new boat from stock,new,2019.0,6.42,2.27,GRP,Netherlands ,21-30
9338,9338,40,EUR,301784.0,Motor Yacht,Jeanneau ,"new boat on order,Diesel",new,2020.0,11.47,3.59,GRP,Germany ,81-90
9339,9339,40,EUR,235000.0,Motor Yacht,,Used boat,Used,1910.0,27.0,5.0,Steel,France ,71-80
9340,9340,40,EUR,74900.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,8.1,2.5,PVC,France ,41-50
9341,9341,40,EUR,140000.0,Sport Boat,Cranchi ,"Used boat,Diesel",Used,2006.0,10.41,3.64,GRP,Italy ,61-70
9342,9342,40,EUR,59500.0,Pilothouse,Beneteau,"Used boat,Unleaded",Used,2019.0,8.23,2.79,PVC,France ,31-40
9343,9343,40,EUR,49529.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2020.0,6.5,2.4,PVC,France ,21-30
9344,9344,40,EUR,150000.0,Classic,,"Used boat,Diesel",Used,1984.0,9.25,2.25,,Germany ,61-70
9345,9345,40,EUR,489000.0,Trawler,Integrity ,"Used boat,Diesel",Used,2020.0,13.8,4.3,GRP,Germany ,81-90
9346,9346,40,EUR,950000.0,Motor Yacht,Monte Fino ,"Used boat,Diesel",Used,1994.0,28.72,6.8,GRP,Spain,91-100
9347,9347,40,EUR,116537.0,Deck Boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,8.6,2.98,PVC,Spain ,51-60
9348,9348,40,EUR,295000.0,Hardtop,Beneteau,"Used boat,Diesel",Used,2016.0,12.67,3.87,PVC,France ,71-80
9349,9349,40,EUR,169000.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,2007.0,12.0,4.0,GRP,Slovenia,61-70
9350,9350,40,EUR,449000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2006.0,17.35,4.6,GRP,Spain ,81-90
9351,9351,40,EUR,36000.0,Pilothouse,Catarsi ,"Used boat,Diesel",Used,1983.0,9.8,3.35,GRP,Italy ,21-30
9352,9352,40,EUR,600000.0,Motor Yacht,Riva ,"Used boat,Diesel",Used,2002.0,18.59,4.75,GRP,Greece ,91-100
9353,9353,40,EUR,39900.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,5.56,2.23,PVC,France ,21-30
9354,9354,40,EUR,77000.0,Flybridge,Princess ,"Used boat,Diesel",Used,1991.0,14.43,4.29,Plastic,Italy ,41-50
9355,9355,40,EUR,35450.0,Cabin Boat,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",new,2020.0,5.94,2.4,GRP,Germany ,21-30
9356,9356,40,EUR,142576.0,Sport Boat,Cranchi ,Used boat,Used,2019.0,7.85,2.49,PVC,France,61-70
9357,9357,40,EUR,130000.0,Deck Boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,7.96,2.98,GRP,Italy ,51-60
9358,9358,40,Â£,719200.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,2006.0,22.25,5.41,GRP,Croatia (Hrvatska) ,91-100
9359,9359,40,EUR,80000.0,Center console boat,Princess ,"Used boat,Diesel",Used,1992.0,12.22,3.89,GRP,Italy ,41-50
9360,9360,40,EUR,85000.0,Motor Yacht,Cranchi ,"Used boat,Diesel",Used,2006.0,10.41,3.56,GRP,Italy,41-50
9361,9361,40,EUR,33300.0,Deck Boat,Galia ,new boat from stock,new,,5.7,2.38,GRP,Germany ,11-20
9362,9362,40,Â£,1131000.0,Motor Yacht,Monte Fino ,"Used boat,Diesel",Used,2008.0,23.78,5.8,,Spain ,91-100
9363,9363,40,EUR,389000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2007.0,16.12,4.47,GRP,Croatia (Hrvatska),81-90
9364,9364,40,EUR,479000.0,Motor Yacht,,"Used boat,Diesel",Used,1995.0,21.85,5.6,GRP,Italy ,81-90
9365,9365,40,EUR,79000.0,Bowrider,Draco ,"Used boat,Unleaded",Used,2015.0,8.31,2.49,GRP,Germany ,41-50
9366,9366,40,EUR,72500.0,Cabin Boat,Marine Offshore ,Used boat,Used,2017.0,7.7,2.6,Wood,Netherlands ,41-50
9367,9367,40,EUR,239000.0,Motor Yacht,,"Used boat,Diesel",Used,2007.0,17.53,4.65,GRP,Croatia (Hrvatska) ,71-80
9368,9368,40,EUR,127000.0,Sport Boat,Beneteau,"new boat from stock,Unleaded",new,2019.0,8.5,2.94,PVC,France ,51-60
9369,9369,40,EUR,29000.0,Sport Boat,Sensation ,"new boat from stock,Unleaded",new,2019.0,5.1,2.15,GRP,Germany ,11-20
9370,9370,40,EUR,980000.0,Motor Yacht,Catarsi ,"Used boat,Diesel",Used,2002.0,22.5,6.3,,Italy ,91-100
9371,9371,40,EUR,62000.0,Flybridge,,"Used boat,Diesel",Used,2004.0,11.02,3.08,,Italy ,31-40
9372,9372,40,EUR,232000.0,Motor Yacht,,"Used boat,Diesel",Used,2007.0,14.7,4.64,GRP,Croatia (Hrvatska) ,71-80
9373,9373,40,EUR,77500.0,Trawler,Vacance ,Used boat,Used,2017.0,9.2,3.0,Steel,Netherlands ,41-50
9374,9374,39,EUR,210000.0,Flybridge,Rodman ,"Used boat,Diesel",Used,2007.0,13.67,4.2,PVC,Spain ,71-80
9375,9375,39,EUR,385000.0,Hardtop,Atlantis ,"Used boat,Diesel",Used,2017.0,13.86,4.25,GRP,Croatia (Hrvatska),81-90
9376,9376,39,Â£,200100.0,Hardtop,Jeanneau ,"new boat from stock,Diesel",new,2019.0,9.42,3.18,PVC,United Kingdom ,71-80
9377,9377,39,EUR,54900.0,Motor Yacht,Treffer ,Used boat,Used,1997.0,9.5,3.1,Steel,Netherlands ,31-40
9378,9378,39,EUR,290000.0,Pilothouse,Rose Island ,Used boat,Used,2004.0,16.67,4.56,,Italy ,71-80
9379,9379,39,EUR,260000.0,Motor Yacht,Sessa ,"Used boat,Diesel",Used,2009.0,11.88,3.99,GRP,Croatia (Hrvatska) ,71-80
9380,9380,39,EUR,498000.0,Trawler,Smelne ,Used boat,Used,2011.0,15.5,4.55,Steel,Netherlands ,81-90
9381,9381,39,EUR,445000.0,Motor Yacht,Skagen ,Used boat,Used,2010.0,16.3,4.75,,Croatia (Hrvatska) ,81-90
9382,9382,39,Â£,78822.0,Deck Boat,Jeanneau ,new boat from stock,new,2019.0,7.62,2.51,,United Kingdom ,41-50
9383,9383,39,EUR,66590.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,8.2,2.53,Carbon Fiber,France ,31-40
9384,9384,39,EUR,124800.0,House Boat,,new boat from stock,new,2020.0,9.0,4.0,GRP,Poland ,51-60
9385,9385,39,EUR,368000.0,Motor Yacht,Cantieri Estensi ,"Used boat,Diesel",Used,2007.0,16.1,4.8,GRP,Italy ,81-90
9386,9386,39,EUR,149500.0,Sport Boat,Ganz Boats ,"Used boat,Unleaded",Used,2017.0,7.65,2.5,GRP,Germany ,61-70
9387,9387,39,EUR,85000.0,Fishing Boat,Luhrs ,"Used boat,Diesel",Used,2008.0,9.7,3.5,GRP,Italy ,41-50
9388,9388,39,EUR,980000.0,Flybridge,Sanlorenzo ,"Used boat,Diesel",Used,2005.0,24.95,6.17,GRP,Italy,91-100
9389,9389,39,EUR,260000.0,Motor Yacht,Primatist ,"Used boat,Diesel",Used,2009.0,14.1,4.5,,Italy ,71-80
9390,9390,39,EUR,94000.0,Motor Yacht,Pro-Line ,"Used boat,Unleaded",Used,2008.0,10.82,3.81,GRP,Croatia (Hrvatska),51-60
9391,9391,39,EUR,19950.0,Sport Boat,Larson ,"Used boat,Unleaded",Used,2015.0,5.36,2.33,PVC,Malta ,0-10
9392,9392,39,EUR,1085000.0,Flybridge,Sunseeker ,"Used boat,Diesel",Used,2011.0,21.09,5.13,GRP,Croatia (Hrvatska),91-100
9393,9393,39,EUR,119000.0,Motor Yacht,Sea Ray ,"Used boat,Unleaded",Used,2008.0,10.78,3.46,GRP,Croatia (Hrvatska),51-60
9394,9394,39,Â£,336342.0,Trawler,Beneteau,"Used boat,Diesel",Used,2018.0,10.97,3.96,PVC,United Kingdom ,81-90
9395,9395,39,EUR,264500.0,Trawler,,"Used boat,Diesel",Used,2011.0,18.3,3.94,Steel,Netherlands ,71-80
9396,9396,39,EUR,43900.0,Bowrider,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",new,2020.0,6.2,2.34,GRP,Germany ,21-30
9397,9397,39,EUR,499000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2006.0,18.4,4.9,GRP,Croatia (Hrvatska) ,81-90
9398,9398,39,EUR,34900.0,Deck Boat,Beneteau,"Used boat,Unleaded",Used,2017.0,6.4,2.52,PVC,France ,11-20
9399,9399,39,EUR,250000.0,Flybridge,Ferretti ,"Used boat,Diesel",Used,2000.0,16.3,4.73,GRP,Italy ,71-80
9400,9400,39,EUR,53900.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,6.41,2.48,Steel,France ,31-40
9401,9401,39,EUR,90000.0,Fishing Boat,Boston Whaler ,"Used boat,Unleaded",Used,2008.0,8.51,2.9,GRP,Italy ,41-50
9402,9402,39,EUR,337246.0,Motor Yacht,Jeanneau ,"new boat from stock,Diesel",new,,12.33,3.8,GRP,Germany ,81-90
9403,9403,39,EUR,139000.0,Hardtop,Cayman ,"Used boat,Diesel",Used,2006.0,13.24,4.42,GRP,Italy ,61-70
9404,9404,39,Â£,42836.48,Pilothouse,Jeanneau ,new boat from stock,new,2020.0,5.77,2.44,PVC,United Kingdom ,21-30
9405,9405,39,EUR,61166.0,Center console boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,8.6,2.98,GRP,Germany ,31-40
9406,9406,39,EUR,85000.0,Motor Yacht,Doqueve ,Used boat,Used,1997.0,12.5,4.2,GRP,Spain ,41-50
9407,9407,39,EUR,1400000.0,Motor Yacht,Posillipo ,"Used boat,Diesel",Used,2007.0,25.91,6.4,GRP,Montenegro ,91-100
9408,9408,39,EUR,259000.0,Flybridge,Galeon ,"Used boat,Diesel",Used,2018.0,8.99,2.94,,France ,71-80
9409,9409,39,Â£,389226.4,Hardtop,Jeanneau ,"new boat from stock,Diesel",new,2020.0,11.48,3.63,,United Kingdom ,81-90
9410,9410,39,EUR,158000.0,Flybridge,Dellapasqua ,"Used boat,Diesel",Used,1998.0,15.98,4.4,GRP,Italy ,61-70
9411,9411,39,EUR,239000.0,Trawler,Smelne ,Used boat,Used,2001.0,14.25,4.2,Steel,Netherlands ,71-80
9412,9412,39,EUR,109000.0,Deck Boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,9.0,2.97,PVC,France ,51-60
9413,9413,39,EUR,157000.0,Motor Yacht,Atlantis ,"Used boat,Diesel",Used,2008.0,13.5,4.05,,Italy ,61-70
9414,9414,39,EUR,75500.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,7.17,2.8,,France ,41-50
9415,9415,39,EUR,1500000.0,Motor Yacht,Filippetti ,"Used boat,Diesel",Used,2008.0,23.85,5.32,GRP,Germany ,91-100
9416,9416,39,EUR,134000.0,Cabin Boat,Viper ,"new boat from stock,Unleaded",new,,8.65,2.59,GRP,Germany ,51-60
9417,9417,39,EUR,47000.0,Deck Boat,Beneteau,"Used boat,Unleaded",Used,2016.0,7.62,2.67,PVC,France ,21-30
9418,9418,39,Â£,173942.0,Hardtop,Jeanneau ,"new boat from stock,Diesel",new,2020.0,9.22,3.0,PVC,United Kingdom ,61-70
9419,9419,39,EUR,398000.0,Flybridge,Prestige Yachts ,"Used boat,Diesel",Used,2014.0,13.96,4.25,PVC,France ,81-90
9420,9420,39,EUR,48500.0,Motor Yacht,Quicksilver ,new boat from stock,new,2019.0,6.45,2.55,,Italy ,21-30
9421,9421,39,EUR,74900.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2020.0,8.23,2.79,PVC,France ,41-50
9422,9422,39,EUR,1785000.0,Motor Yacht,BLUEGAME ,new boat from stock,new,2019.0,18.8,5.38,GRP,Netherlands,91-100
9423,9423,39,Â£,84326.2,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,7.42,2.79,PVC,United Kingdom ,41-50
9424,9424,39,EUR,160000.0,Fishing Boat,Portofino Marine ,"Used boat,Diesel",Used,2010.0,9.48,3.54,GRP,Italy ,61-70
9425,9425,39,EUR,350000.0,Motor Yacht,Giorgi ,Used boat,Used,2014.0,15.4,,,Italy ,81-90
9426,9426,38,EUR,349000.0,Motor Yacht,,"Used boat,Diesel",Used,2013.0,14.45,3.8,,Switzerland,81-90
9427,9427,38,EUR,119500.0,Trawler,Marhen ,Used boat,Used,2006.0,10.85,3.6,Steel,Netherlands ,51-60
9428,9428,38,EUR,65000.0,Motor Yacht,Sagemar ,"Used boat,Diesel",Used,1990.0,9.99,3.6,,Italy ,31-40
9429,9429,38,EUR,46800.0,Bowrider,,"new boat from stock,Unleaded",new,,7.42,2.5,GRP,Germany,21-30
9430,9430,38,EUR,127000.0,Motor Yacht,Menorquin ,"Used boat,Diesel",Used,2006.0,10.45,3.7,,Italy ,51-60
9431,9431,38,EUR,250000.0,Hardtop,Tiara ,"Used boat,Diesel",Used,2005.0,15.34,4.42,GRP,Spain ,71-80
9432,9432,38,EUR,179500.0,Trawler,Katwijker ,"Used boat,Diesel",Used,1922.0,26.5,5.0,Steel,Netherlands ,61-70
9433,9433,38,EUR,1549000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2013.0,22.35,5.49,GRP,Spain,91-100
9434,9434,38,EUR,15000.0,Sport Boat,,"Used boat,Diesel",Used,2014.0,5.79,2.13,,Malta ,0-10
9435,9435,38,EUR,245000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2006.0,12.9,4.22,GRP,Italy,71-80
9436,9436,38,EUR,139000.0,Motor Yacht,Rio ,"Used boat,Diesel",Used,2005.0,13.35,4.0,GRP,Italy ,61-70
9437,9437,38,EUR,380000.0,Flybridge,Posillipo ,"Used boat,Diesel",Used,1996.0,20.2,5.5,GRP,Italy ,81-90
9438,9438,38,EUR,39500.0,Deck Boat,Beneteau,"Used boat,Unleaded",Used,2017.0,6.4,2.5,PVC,France ,21-30
9439,9439,38,EUR,45000.0,Center console boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,6.86,2.48,PVC,France,21-30
9440,9440,38,EUR,46000.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2016.0,7.25,2.81,Steel,France ,21-30
9441,9441,38,EUR,260000.0,Motor Yacht,Monachus ,"Used boat,Diesel",Used,2008.0,13.85,4.2,GRP,Croatia (Hrvatska),71-80
9442,9442,38,EUR,51900.0,Pilothouse,Beneteau,"Used boat,Unleaded",Used,2018.0,7.48,2.53,PVC,France ,31-40
9443,9443,38,EUR,430000.0,Motor Yacht,Beneteau,Used boat,Used,2017.0,14.78,4.2,,Malta,81-90
9444,9444,38,EUR,35000.0,Pilothouse,Beneteau,"Used boat,Diesel",Used,2005.0,7.6,2.75,PVC,France ,11-20
9445,9445,38,EUR,580000.0,Flybridge,Sanlorenzo ,"Used boat,Diesel",Used,1998.0,24.95,6.17,GRP,Italy,81-90
9446,9446,38,EUR,56900.0,Center console boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,6.31,2.52,GRP,Germany ,31-40
9447,9447,38,EUR,105000.0,Center console boat,Innovazioni e Progetti ,"Used boat,Diesel",Used,2004.0,12.66,4.15,GRP,Italy ,51-60
9448,9448,38,EUR,39922.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2019.0,5.52,2.4,PVC,Portugal ,21-30
9449,9449,38,EUR,299750.0,Motor Yacht,,"Used boat,Diesel",Used,2003.0,19.95,4.95,Steel,Netherlands ,81-90
9450,9450,38,DKK,33930.0,Pilothouse,Jeanneau ,new boat from stock,new,2020.0,5.0,2.0,,Denmark ,11-20
9451,9451,38,EUR,450000.0,Flybridge,Cayman ,"Used boat,Diesel",Used,2008.0,15.0,4.5,GRP,Croatia (Hrvatska),81-90
9452,9452,38,EUR,1350000.0,Motor Yacht,,"Used boat,Diesel",Used,2008.0,21.11,5.6,GRP,Italy ,91-100
9453,9453,38,EUR,249000.0,Motor Yacht,,"Used boat,Diesel",Used,1994.0,15.49,5.28,,Spain ,71-80
9454,9454,38,Â£,75342.0,Pilothouse,Jeanneau ,Used boat,Used,2019.0,7.92,2.77,,United Kingdom ,41-50
9455,9455,38,EUR,117780.0,Pilothouse,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,8.8,2.99,PVC,France ,51-60
9456,9456,38,EUR,45900.0,Bowrider,Campion ,"new boat from stock,Unleaded",new,2020.0,6.1,2.34,GRP,Germany,21-30
9457,9457,38,EUR,659000.0,Flybridge,Sealine ,"Used boat,Diesel",Used,2005.0,17.7,4.84,,France,91-100
9458,9458,38,EUR,251000.0,Motor Yacht,Beneteau,"Used boat,Diesel",Used,2011.0,7.98,2.75,PVC,France ,71-80
9459,9459,38,EUR,27925.0,Deck Boat,Parker ,"new boat from stock,Unleaded",new,,6.6,2.5,GRP,Germany ,11-20
9460,9460,38,Â£,45472.0,Deck Boat,Jeanneau ,new boat from stock,new,2020.0,6.58,2.46,PVC,United Kingdom ,21-30
9461,9461,38,EUR,79900.0,Motor Yacht,,"Used boat,Diesel",Used,1990.0,13.0,4.0,GRP,Croatia (Hrvatska) ,41-50
9462,9462,38,EUR,449000.0,Flybridge,Galeon ,"Used boat,Diesel",Used,2016.0,12.5,4.16,GRP,Spain ,81-90
9463,9463,38,EUR,215000.0,Flybridge,Ferretti ,"Used boat,Diesel",Used,1995.0,13.98,4.5,,Italy ,71-80
9464,9464,38,EUR,149900.0,House Boat,,new boat from stock,new,2020.0,8.5,3.8,Steel,Netherlands ,61-70
9465,9465,38,Â£,3230600.0,Flybridge,Sunseeker ,"new boat from stock,Diesel",new,2020.0,23.62,5.97,GRP,United Kingdom ,91-100
9466,9466,38,EUR,41500.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2020.0,6.98,2.78,,Italy,21-30
9467,9467,38,EUR,140000.0,Flybridge,Rodman ,"Used boat,Diesel",Used,2007.0,10.7,3.84,,Spain ,61-70
9468,9468,37,EUR,229000.0,Hardtop,Innovazioni e Progetti ,"Used boat,Diesel",Used,2008.0,14.7,4.64,GRP,Italy ,71-80
9469,9469,37,EUR,100000.0,Motor Yacht,,"Used boat,Diesel",Used,1997.0,13.6,4.48,GRP,Italy ,51-60
9470,9470,37,EUR,2450000.0,Motor Yacht,Sanlorenzo ,"Used boat,Diesel",Used,2008.0,26.75,6.75,GRP,Italy,91-100
9471,9471,37,EUR,215000.0,Motor Yacht,Solare ,"Used boat,Diesel",Used,2006.0,12.5,4.2,GRP,Italy ,71-80
9472,9472,37,EUR,170000.0,Motor Yacht,Cayman ,"Used boat,Diesel",Used,2008.0,13.9,4.25,,Italy ,61-70
9473,9473,37,EUR,197540.0,Sport Boat,,"new boat from stock,Unleaded",new,,9.99,3.3,GRP,Germany ,61-70
9474,9474,37,EUR,165000.0,Trawler,,"Used boat,Diesel",Used,1905.0,21.6,4.6,Steel,Netherlands ,61-70
9475,9475,37,EUR,219000.0,Hardtop,Giorgi ,"Used boat,Diesel",Used,2009.0,15.6,4.2,,Italy ,71-80
9476,9476,37,EUR,50337.0,Sport Boat,,"new boat from stock,Unleaded",new,,6.9,2.5,GRP,Germany ,31-40
9477,9477,37,EUR,105000.0,Hardtop,Faeton ,"Used boat,Diesel",Used,2006.0,10.8,3.95,,Italy ,51-60
9478,9478,37,EUR,46500.0,Bowrider,Quicksilver (Brunswick Marine) ,"new boat on order,Unleaded",new,2020.0,6.2,2.34,GRP,Germany ,21-30
9479,9479,37,EUR,48000.0,Center console boat,Rio ,"Used boat,Unleaded",Used,2006.0,9.5,3.05,GRP,Italy ,21-30
9480,9480,37,EUR,440000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,2006.0,18.88,4.75,GRP,Croatia (Hrvatska) ,81-90
9481,9481,37,EUR,69000.0,Sport Boat,Ganz Boats ,Used boat,Used,2011.0,6.8,2.35,,Italy ,41-50
9482,9482,37,EUR,69000.0,Motor Yacht,Formula ,"Used boat,Unleaded",Used,1992.0,11.28,3.66,GRP,Germany ,41-50
9483,9483,37,EUR,69000.0,Flybridge,ST ,"Used boat,Diesel",Used,2008.0,10.0,3.34,PVC,France ,41-50
9484,9484,37,EUR,71000.0,Pilothouse,Beneteau,"new boat from stock,Unleaded",new,2020.0,8.23,2.76,,France ,41-50
9485,9485,37,EUR,95000.0,Sport Boat,Sessa ,"Used boat,Diesel",Used,2005.0,10.6,3.53,,Spain ,51-60
9486,9486,37,EUR,70900.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,7.09,2.5,PVC,France ,41-50
9487,9487,37,EUR,79000.0,Trawler,,"Used boat,Diesel",Used,1989.0,11.89,3.66,GRP,Croatia (Hrvatska) ,41-50
9488,9488,37,DKK,55120.0,Bowrider,Campion ,new boat from stock,new,2020.0,6.0,2.0,,Denmark ,31-40
9489,9489,37,EUR,199000.0,Motor Yacht,Jeanneau ,"Used boat,Unleaded",Used,2019.0,10.44,3.32,GRP,Croatia (Hrvatska) ,61-70
9490,9490,37,EUR,315000.0,Flybridge,Jeanneau ,"Used boat,Diesel",Used,2017.0,11.43,3.84,PVC,Czech Republic ,81-90
9491,9491,37,EUR,299000.0,Flybridge,Doqueve ,"Used boat,Diesel",Used,2008.0,15.4,4.6,GRP,Spain ,71-80
9492,9492,37,EUR,230000.0,Flybridge,Sagemar ,"Used boat,Diesel",Used,2001.0,13.8,4.1,GRP,Italy ,71-80
9493,9493,37,EUR,359000.0,Trawler,,Used boat,Used,2006.0,14.4,4.24,Steel,Netherlands ,81-90
9494,9494,37,EUR,65000.0,Pilothouse,Faeton ,"Used boat,Diesel",Used,2005.0,8.75,3.0,GRP,Italy ,31-40
9495,9495,37,EUR,495000.0,Motor Yacht,Fipa Italiana ,"Used boat,Diesel",Used,2000.0,21.0,5.0,GRP,Croatia (Hrvatska) ,81-90
9496,9496,37,EUR,575000.0,Motor Yacht,,"Used boat,Diesel",Used,2016.0,14.0,4.3,Steel,Netherlands ,81-90
9497,9497,37,EUR,79000.0,Flybridge,ST ,"Used boat,Diesel",Used,2006.0,10.74,3.68,PVC,France ,41-50
