,Unnamed: 0,Number of views last 7 days,currency,Price_Euros,Boat Type,Manufacturer,Type,Condition,Year Built,Length,Width,Material,Country,price_percentile
2483,2483,171,EUR,350000.0,Hardtop,Pershing ,Used boat,Used,2005.0,15.23,4.38,,Italy ,81-90
2484,2484,171,EUR,39900.0,Sport Boat,Sea Ray ,"new boat on order,Unleaded",new,2017.0,6.0,2.55,GRP,Austria ,21-30
2485,2485,171,EUR,890000.0,Flybridge,Princess ,"Used boat,Diesel",Used,2012.0,18.61,4.83,,Italy ,91-100
2486,2486,171,EUR,150000.0,Sport Boat,,"Used boat,Diesel",Used,2019.0,10.0,3.0,PVC,Spain ,61-70
2487,2487,171,CHF,58944.6,Bowrider,Bayliner ,"new boat from stock,Unleaded",new,2020.0,6.82,2.45,GRP,Switzerland ,31-40
2488,2488,171,CHF,62657.1,Runabout,Starcraft ,"new boat from stock,Unleaded",new,2020.0,6.49,2.49,GRP,Switzerland ,31-40
2489,2489,171,EUR,89000.0,Flybridge,Bayliner ,"Used boat,Diesel",Used,1995.0,12.12,3.99,GRP,Italy,41-50
2490,2490,171,DKK,389740.0,Motor Yacht,Marex ,"Used boat,Diesel",Used,2019.0,11.49,3.59,GRP,Denmark ,81-90
2491,2491,171,EUR,125000.0,House Boat,Waltjen ,"Used boat,Diesel",Used,,18.0,5.0,Steel,Germany ,51-60
2492,2492,171,EUR,74700.0,House Boat,,"Used boat,Unleaded",Used,2017.0,12.0,3.3,,Germany ,41-50
2493,2493,171,CHF,246510.0,Motor Yacht,Loon ,"Used boat,Diesel",Used,2015.0,12.7,3.99,Aluminium,Switzerland ,71-80
2494,2494,171,EUR,229000.0,Motor Yacht,Pershing ,"Used boat,Diesel",Used,2002.0,13.78,4.14,GRP,Italy ,71-80
2495,2495,171,EUR,169000.0,"Classic,Trawler",Grand Banks ,"Used boat,Diesel",Used,1973.0,14.02,,Wood,Croatia (Hrvatska),61-70
2496,2496,171,EUR,355000.0,Hardtop,Mirakul ,"new boat on order,Diesel",new,2020.0,12.0,4.0,GRP,Switzerland ,81-90
2497,2497,171,EUR,29900.0,Sport Boat,Gobbi ,"Used boat,Unleaded",Used,1995.0,8.5,2.95,,Italy ,11-20
2498,2498,171,Â£,3140153.64,Flybridge,Sunseeker ,"new boat on order,Diesel",new,2019.0,22.82,5.38,,United Kingdom ,91-100
2499,2499,171,EUR,23000.0,Sport Boat,Chaparral ,"Used boat,Unleaded",Used,1997.0,9.0,2.0,GRP,Croatia (Hrvatska) ,11-20
2500,2500,170,EUR,25000.0,Launch,Campion ,"Used boat,Unleaded",Used,2001.0,7.38,2.62,GRP,Spain ,11-20
2501,2501,170,EUR,67900.0,Motor Yacht,Bavaria ,"Used boat,Unleaded",Used,2011.0,8.95,2.99,GRP,Croatia (Hrvatska) ,31-40
2502,2502,170,EUR,125000.0,Motor Yacht,Bavaria ,"Used boat,Diesel",Used,2007.0,11.35,3.84,GRP,Spain ,51-60
2503,2503,170,EUR,75000.0,Sport Boat,Riva ,Used boat,Used,1978.0,8.17,2.43,,Netherlands,41-50
2504,2504,170,EUR,1250000.0,Hardtop,Pershing ,"Used boat,Diesel",Used,2010.0,20.04,5.45,GRP,Switzerland ,91-100
2505,2505,170,EUR,60040.0,Bowrider,Sea Ray ,"new boat from stock,Unleaded",new,2020.0,6.55,2.54,GRP,Germany ,31-40
2506,2506,170,EUR,135000.0,Motor Yacht,Sealine ,"Used boat,Diesel",Used,2005.0,11.0,3.0,GRP,Croatia (Hrvatska) ,51-60
2507,2507,170,EUR,52500.0,Sport Boat,Silver ,"new boat from stock,Unleaded",new,,6.06,2.36,GRP,Germany ,31-40
2508,2508,170,EUR,150000.0,Flybridge,Astondoa ,"Used boat,Diesel",Used,2000.0,13.9,4.28,GRP,Spain ,61-70
2509,2509,170,EUR,42000.0,Motor Yacht,Maxum ,"Used boat,Unleaded",Used,2005.0,8.56,2.87,GRP,Slovenia ,21-30
2510,2510,170,EUR,27000.0,Motor Yacht,Dellapasqua ,"Used boat,Diesel",Used,1983.0,9.54,3.08,GRP,Italy ,11-20
2511,2511,170,CHF,217305.0,Hardtop,XO Boats ,"Used boat,Diesel",Used,2018.0,8.6,2.6,Aluminium,Switzerland ,71-80
2512,2512,170,EUR,79000.0,Motor Yacht,Treffer ,Used boat,Used,1995.0,14.7,4.5,Steel,Netherlands ,41-50
2513,2513,170,EUR,35500.0,"Fishing Boat,Sport Boat",,"Used boat,Unleaded",Used,2020.0,5.25,2.09,Aluminium,Germany ,21-30
2514,2514,170,EUR,84900.0,Sport Boat,Jeanneau ,"Used boat,Unleaded",Used,2016.0,7.95,2.92,GRP,Germany ,41-50
2515,2515,170,EUR,23000.0,Motor Yacht,Jeanneau ,"Used boat,Unleaded",Used,2006.0,6.98,2.59,PVC,France ,11-20
2516,2516,170,EUR,394000.0,Motor Yacht,,"Used boat,Diesel",Used,2002.0,22.23,5.6,GRP,Monaco,81-90
2517,2517,170,EUR,45000.0,Passenger boat,Invictus ,new boat from stock,new,2019.0,7.25,2.5,GRP,Switzerland ,21-30
2518,2518,170,EUR,52000.0,Motor Yacht,Bavaria ,"Used boat,Unleaded",Used,2004.0,9.8,3.2,,Italy ,31-40
2519,2519,170,EUR,109500.0,Trawler,Linssen ,Used boat,Used,1998.0,10.1,3.45,Steel,Netherlands ,51-60
2520,2520,170,EUR,17000.0,Sport Boat,Corsiva ,"Used boat,Unleaded",Used,2014.0,6.15,2.42,GRP,Germany ,0-10
2521,2521,170,EUR,42000.0,Fishing Boat,Tiara ,"Used boat,Unleaded",Used,1990.0,9.6,3.0,GRP,Italy ,21-30
2522,2522,170,EUR,120000.0,Flybridge,Beneteau,"Used boat,Diesel",Used,2003.0,13.68,4.3,GRP,France ,51-60
2523,2523,170,EUR,54500.0,Motor Yacht,,Used boat,Used,1993.0,9.45,3.45,GRP,Netherlands ,31-40
2524,2524,170,EUR,49980.0,Motor Yacht,Parker ,"new boat from stock,Unleaded",new,,7.46,2.5,GRP,Germany ,31-40
2525,2525,169,EUR,28500.0,Sport Boat,Bayliner ,"Used boat,Diesel",Used,1997.0,8.69,3.0,GRP,Croatia (Hrvatska),11-20
2526,2526,169,EUR,215000.0,Flybridge,Princess ,"Used boat,Diesel",Used,1999.0,15.9,4.47,,Italy ,71-80
2527,2527,169,DKK,116870.0,Motor Yacht,,Used boat,Used,2008.0,14.0,3.96,,Denmark ,51-60
2528,2528,169,EUR,200000.0,Motor Yacht,Baia ,Used boat,Used,2001.0,14.7,4.2,GRP,Croatia (Hrvatska) ,71-80
2529,2529,169,EUR,199000.0,House Boat,,"Used boat,Unleaded",Used,2019.0,11.5,4.5,Reinforced concrete,Germany ,61-70
2530,2530,169,EUR,34000.0,Sport Boat,Gobbi ,"Used boat,Unleaded",Used,1996.0,8.66,2.96,,Italy ,11-20
2531,2531,169,EUR,45000.0,Motor Yacht,Sea Ray ,"Used boat,Unleaded",Used,2008.0,8.74,2.59,GRP,Germany ,21-30
2532,2532,169,EUR,53000.0,Motor Yacht,,"Used boat,Diesel",Used,1999.0,10.6,3.5,,Italy ,31-40
2533,2533,169,EUR,159900.0,Cabin Boat,Jeanneau ,"new boat from stock,Unleaded",new,2020.0,10.45,3.37,GRP,Germany ,61-70
2534,2534,169,EUR,22200.0,Center console boat,Beneteau,"new boat from stock,Unleaded",new,2020.0,6.13,2.45,,Italy,11-20
2535,2535,169,EUR,100000.0,Flybridge,Sessa ,"Used boat,Diesel",Used,2009.0,9.95,3.5,,Italy ,51-60
2536,2536,169,EUR,6250.0,Launch,,new boat from stock,new,2020.0,4.85,1.9,,Germany ,0-10
2537,2537,169,EUR,490000.0,Trawler,Beneteau,"Used boat,Diesel",Used,2014.0,14.99,4.65,PVC,France ,81-90
2538,2538,169,EUR,225000.0,Motor Yacht,Nimbus ,"Used boat,Diesel",Used,2017.0,10.07,3.25,GRP,Germany ,71-80
2539,2539,169,EUR,840000.0,Hardtop,Princess ,Used boat,Used,2010.0,9.14,4.99,,Croatia (Hrvatska) ,91-100
2540,2540,169,EUR,10990.0,Cabin Boat,Quicksilver ,"Used boat,Unleaded",Used,2003.0,4.7,2.3,GRP,Germany ,0-10
2541,2541,169,CHF,9850.5,Sport Boat,Marine Pro ,new boat from stock,new,2020.0,3.55,2.0,GRP,Switzerland ,0-10
2542,2542,169,EUR,90000.0,Motor Yacht,Bayliner ,"Used boat,Diesel",Used,2000.0,13.2,4.2,GRP,Italy,41-50
2543,2543,169,EUR,65000.0,Motor Yacht,Mochi Craft ,"Used boat,Diesel",Used,1992.0,14.0,4.45,GRP,Croatia (Hrvatska) ,31-40
2544,2544,169,EUR,10900.0,Pontoon Boat,Seacode ,"Used boat,Unleaded",Used,2011.0,5.0,2.2,GRP,Italy ,0-10
2545,2545,169,EUR,25000.0,Flybridge,Dellapasqua ,"Used boat,Unleaded",Used,1996.0,8.22,2.99,GRP,Italy ,11-20
2546,2546,169,EUR,279000.0,Motor Yacht,Fairline ,"Used boat,Diesel",Used,2007.0,14.78,3.99,GRP,Germany ,71-80
2547,2547,169,EUR,64000.0,Motor Yacht,Bavaria ,Used boat,Used,2010.0,10.4,3.45,GRP,Croatia (Hrvatska) ,31-40
2548,2548,169,CHF,46272.6,Sport Boat,Idea Marine ,"new boat from stock,Unleaded",new,2020.0,5.65,2.35,GRP,Switzerland ,21-30
2549,2549,169,EUR,74990.0,Pilothouse,Parker ,"Display Model,Unleaded",Display,2020.0,7.99,2.54,GRP,Germany ,41-50
2550,2550,169,EUR,790000.0,Motor Yacht,Pershing ,"Used boat,Diesel",Used,2000.0,26.82,6.23,GRP,Italy ,91-100
2551,2551,169,EUR,16000.0,Sport Boat,Bayliner ,"Used boat,Unleaded",Used,2005.0,6.22,2.44,,France ,0-10
2552,2552,169,EUR,33000.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2017.0,6.71,2.54,,France ,11-20
2553,2553,168,EUR,62495.0,Trawler,,Used boat,Used,1989.0,10.4,3.55,Steel,Netherlands ,31-40
2554,2554,168,CHF,123369.84,Sport Boat,Regal ,"new boat from stock,Unleaded",new,2021.0,7.4,2.6,GRP,Switzerland ,51-60
2555,2555,168,EUR,45000.0,Sport Boat,Beneteau,"Used boat,Unleaded",Used,2013.0,7.0,2.0,GRP,Croatia (Hrvatska) ,21-30
2556,2556,168,EUR,74500.0,Trawler,Pedro ,"Used boat,Diesel",Used,2003.0,10.6,3.5,Steel,Netherlands ,41-50
2557,2557,168,EUR,71500.0,Classic,Apreamare ,"Used boat,Diesel",Used,1999.0,10.09,3.3,GRP,Spain ,41-50
2558,2558,168,EUR,99000.0,Cabin Boat,Apreamare ,"Used boat,Diesel",Used,1998.0,13.62,4.43,GRP,France ,51-60
2559,2559,168,EUR,71900.0,Bowrider,Sea Ray ,"new boat on order,Unleaded",new,2021.0,7.15,2.54,GRP,Germany ,41-50
2560,2560,168,EUR,57000.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,1994.0,13.49,4.27,,Italy ,31-40
2561,2561,168,EUR,44000.0,Sport Boat,Aquador ,Used boat,Used,2004.0,7.7,2.85,,Finland ,21-30
2562,2562,168,EUR,109100.0,House Boat,La Mare ,new boat from stock,new,2020.0,12.0,4.2,,Germany ,51-60
2563,2563,168,CHF,44451.0,Sport Boat,Clear ,new boat from stock,new,2013.0,6.15,2.27,,Switzerland ,21-30
2564,2564,168,EUR,19500.0,Center console boat,,"new boat from stock,Unleaded",new,2020.0,6.2,2.18,,Italy ,0-10
2565,2565,168,EUR,310000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2004.0,17.51,4.57,GRP,,81-90
2566,2566,168,EUR,339000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2013.0,12.9,3.87,GRP,Switzerland ,81-90
2567,2567,168,CHF,12870.0,Fishing Boat,Adec ,"Used boat,Unleaded",Used,1978.0,5.3,2.1,GRP,Switzerland ,0-10
2568,2568,168,CHF,10246.5,Sport Boat,Linder ,new boat from stock,new,,4.51,1.75,Aluminium,Switzerland ,0-10
2569,2569,168,CHF,16829.01,Pilothouse,Ocean Bay ,"new boat from stock,Unleaded",new,2019.0,5.0,1.96,GRP,Switzerland ,0-10
2570,2570,168,EUR,197000.0,Motor Yacht,Princess ,"Used boat,Diesel",Used,2004.0,13.0,4.0,GRP,Croatia (Hrvatska) ,61-70
2571,2571,168,EUR,4800000.0,Mega Yacht,Majesty Yachts ,"Used boat,Diesel",Used,2010.0,38.4,7.55,,Spain ,91-100
2572,2572,168,Â£,377000.0,Hardtop,Sunseeker ,"Used boat,Diesel",Used,2014.0,12.4,3.87,GRP,Switzerland ,81-90
2573,2573,168,EUR,499000.0,Flybridge,Galeon ,"Used boat,Diesel",Used,2017.0,13.25,4.16,GRP,Germany ,81-90
2574,2574,168,EUR,15950.0,"Classic,Runabout",,"Used boat,Electric",Used,1969.0,4.0,1.6,Wood,Germany ,0-10
2575,2575,168,EUR,459000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,2017.0,13.86,4.25,GRP,Croatia (Hrvatska) ,81-90
2576,2576,167,EUR,19500.0,Cabin Boat,Marex ,Electric,Electric,1988.0,6.5,2.4,GRP,Germany ,0-10
2577,2577,167,CHF,29601.0,Motor Yacht,NorthMaster ,"new boat from stock,Unleaded",new,2020.0,5.3,2.14,,Switzerland ,11-20
2578,2578,167,EUR,39000.0,Motor Yacht,Azimut ,"Used boat,Diesel",Used,1986.0,11.3,3.96,GRP,Italy ,21-30
2579,2579,167,EUR,48900.0,Sport Boat,Monterey ,"Used boat,Unleaded",Used,2003.0,8.94,2.82,GRP,Italy ,21-30
2580,2580,167,EUR,21500.0,Pilothouse,Beneteau,"Used boat,Diesel",Used,2008.0,6.53,2.59,PVC,France ,11-20
2581,2581,167,EUR,16025000.0,Mega Yacht,Majesty Yachts ,"new boat from stock,Diesel",new,2020.0,43.3,8.2,,United Arab Emirates ,91-100
2582,2582,167,EUR,75000.0,Flybridge,,"Used boat,Diesel",Used,1999.0,10.0,3.46,GRP,Italy ,41-50
2583,2583,167,EUR,69500.0,Motor Yacht,Valkkruiser ,Used boat,Used,1984.0,12.0,3.85,Steel,Netherlands ,41-50
2584,2584,167,EUR,30900.0,Motor Yacht,Sea Ray ,"Used boat,Unleaded",Used,1979.0,10.0,3.5,GRP,Germany ,11-20
2585,2585,167,EUR,25900.0,Sport Boat,Sunseeker ,Used boat,Used,1987.0,8.26,2.57,,Germany ,11-20
2586,2586,167,EUR,40000.0,Flybridge,Ancora ,"Used boat,Diesel",Used,1976.0,13.4,4.22,,Italy ,21-30
2587,2587,167,EUR,175000.0,Hardtop,Prestige Yachts ,"Used boat,Diesel",Used,2010.0,12.64,3.95,PVC,France,61-70
2588,2588,167,EUR,98000.0,"Classic,Trawler",,Used boat,Used,1955.0,19.23,5.5,Wood,Netherlands ,51-60
2589,2589,167,DKK,58370.0,Runabout,Riva ,"Used boat,Unleaded",Used,1990.0,,,GRP,Denmark ,31-40
2590,2590,167,CHF,34610.4,Pilothouse,DarekCo ,"new boat from stock,Unleaded",new,2020.0,6.05,2.49,GRP,Switzerland ,11-20
2591,2591,167,EUR,1391400.0,Motor Yacht,Cranchi ,"new boat on order,Diesel",new,2020.0,18.52,4.85,GRP,France,91-100
2592,2592,167,EUR,79000.0,Trawler,Linssen ,"Used boat,Diesel",Used,1990.0,11.5,3.6,Steel,Belgium ,41-50
2593,2593,167,EUR,69900.0,Sport Boat,Finnmaster ,"Used boat,Unleaded",Used,2019.0,7.1,2.59,,Germany ,41-50
2594,2594,167,EUR,66500.0,Trawler,Wicabo ,"Used boat,Diesel",Used,1993.0,11.2,3.45,Steel,Germany ,31-40
2595,2595,167,EUR,44000.0,Pontoon Boat,Saver ,Used boat,Used,2020.0,9.0,2.72,GRP,Italy ,21-30
2596,2596,167,EUR,361933.0,Sport Boat,Windy ,"new boat from stock,Diesel",new,,9.48,2.97,GRP,Switzerland ,81-90
2597,2597,167,EUR,119000.0,House Boat,,"Used boat,Unleaded",Used,2017.0,12.0,5.5,,Germany ,51-60
2598,2598,167,EUR,65000.0,Flybridge,Solcio ,"Used boat,Diesel",Used,1995.0,12.6,3.8,GRP,Italy ,31-40
2599,2599,167,EUR,36000.0,Pilothouse,Jeanneau ,"Used boat,Unleaded",Used,2015.0,6.55,2.54,PVC,France ,21-30
2600,2600,167,CHF,207900.0,Runabout,Chris Craft ,"new boat from stock,Unleaded",new,2018.0,8.13,2.59,GRP,Switzerland ,71-80
2601,2601,167,EUR,30000.0,Motor Yacht,Fjord ,"Used boat,Diesel",Used,1974.0,11.81,3.7,GRP,Croatia (Hrvatska),11-20
2602,2602,167,DKK,29250.0,Sport Boat,Bella ,Used boat,Used,1998.0,6.7,2.55,,Denmark ,11-20
2603,2603,167,EUR,850000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,2011.0,20.15,5.23,GRP,Italy ,91-100
2604,2604,167,CHF,57321.0,Pilothouse,Larson ,"Used boat,Unleaded",Used,1994.0,8.0,2.6,GRP,Switzerland ,31-40
2605,2605,167,CHF,21280.05,Sport Boat,VBoats ,"new boat from stock,Unleaded",new,2020.0,5.5,2.15,Aluminium,Switzerland ,11-20
2606,2606,167,EUR,199000.0,Motor Yacht,Conam ,"Used boat,Diesel",Used,2006.0,16.46,4.3,GRP,Croatia (Hrvatska) ,61-70
2607,2607,166,EUR,60000.0,Motor Yacht,ManÃ² ,"Used boat,Unleaded",Used,2008.0,11.0,3.2,GRP,Italy ,31-40
2608,2608,166,EUR,109000.0,Motor Yacht,Cranchi ,Used boat,Used,2014.0,9.15,2.98,GRP,Netherlands ,51-60
2609,2609,166,EUR,60000.0,Trawler,,Used boat,Used,1987.0,10.34,3.75,GRP,Netherlands ,31-40
2610,2610,166,CHF,38610.0,Trawler,Escape Sloepen ,"new boat from stock,Electric",new,2018.0,7.5,2.5,GRP,Switzerland ,21-30
2611,2611,166,EUR,120000.0,"Runabout,Sport Boat",Boesch ,"Used boat,Unleaded",Used,2006.0,6.5,2.15,Wood,Germany ,51-60
2612,2612,166,EUR,130000.0,Motor Yacht,Mira ,"Used boat,Diesel",Used,2005.0,12.66,4.15,,Italy ,51-60
2613,2613,166,DKK,11570.0,Sport Boat,Crescent ,new boat from stock,new,2019.0,4.0,1.0,,Denmark ,0-10
2614,2614,166,CHF,35145.0,Motor Yacht,B2 Marine ,new boat from stock,new,2020.0,7.0,2.48,GRP,Switzerland ,11-20
2615,2615,166,EUR,1150000.0,Flybridge,Sunseeker ,"Used boat,Diesel",Used,2018.0,17.21,4.87,GRP,Switzerland ,91-100
2616,2616,166,EUR,43000.0,Sport Boat,Jeanneau ,"Used boat,Diesel",Used,2008.0,8.0,2.0,GRP,Croatia (Hrvatska) ,21-30
2617,2617,166,CHF,68805.0,Sport Boat,Viper ,"new boat from stock,Unleaded",new,2020.0,6.95,2.55,GRP,Switzerland ,31-40
2618,2618,166,EUR,695000.0,Motor Yacht,Riva ,Used boat,Used,2012.0,16.12,4.61,GRP,Netherlands,91-100
2619,2619,166,EUR,2950000.0,Motor Yacht,Riva ,Used boat,Used,2010.0,28.0,6.75,GRP,Netherlands,91-100
2620,2620,166,EUR,10900.0,Sport Boat,Bayliner ,"Used boat,Unleaded",Used,1997.0,5.0,2.0,PVC,Portugal ,0-10
2621,2621,166,EUR,469000.0,Hardtop,Azimut ,"Used boat,Diesel",Used,2008.0,18.41,4.98,GRP,Italy ,81-90
2622,2622,166,EUR,8600.0,Sport Boat,Allegra ,new boat from stock,new,2018.0,5.3,2.2,,Italy ,0-10
2623,2623,166,EUR,165000.0,Motor Yacht,,Used boat,Used,2018.0,12.0,4.0,GRP,Croatia (Hrvatska) ,61-70
2624,2624,166,EUR,51015.0,Pilothouse,Parker ,new boat from stock,new,2018.0,7.46,2.55,GRP,Germany ,31-40
2625,2625,166,EUR,149000.0,Motor Yacht,Sunseeker ,"Used boat,Diesel",Used,1996.0,14.94,3.29,GRP,Spain ,61-70
2626,2626,166,EUR,99000.0,Motor Yacht,De Boarnstream ,"Used boat,Diesel",Used,1999.0,10.6,3.65,Steel,Germany ,51-60
2627,2627,166,DKK,190905.0,Hardtop,Bavaria ,"Used boat,Diesel",Used,2016.0,10.94,3.31,GRP,Germany ,61-70
2628,2628,166,EUR,34000.0,Cabin Boat,Chaparral ,"Used boat,Diesel",Used,1993.0,9.2,3.0,GRP,Germany ,11-20
2629,2629,166,EUR,99500.0,Motor Yacht,Sea Ray ,"Used boat,Diesel",Used,1995.0,16.61,4.57,GRP,Italy ,51-60
2630,2630,166,EUR,31830.0,Bowrider,Galia ,"new boat from stock,Unleaded",new,2019.0,5.2,2.1,GRP,Switzerland ,11-20
2631,2631,166,EUR,129000.0,Motor Yacht,Apreamare ,Used boat,Used,2005.0,9.98,3.56,,Italy ,51-60
2632,2632,166,CHF,158400.0,"Classic,Runabout",Comitti ,"Display Model,Unleaded",Display,2017.0,6.5,2.15,Wood,Switzerland ,61-70
2633,2633,166,CHF,133155.0,Hardtop,Aquador ,"new boat from stock,Unleaded",new,2020.0,7.48,2.56,GRP,Switzerland ,51-60
2634,2634,166,EUR,3960000.0,Motor Yacht,Cranchi ,"new boat on order,Diesel",new,2020.0,25.15,5.76,GRP,France,91-100
2635,2635,166,EUR,39900.0,Flybridge,Sealine ,"Used boat,Diesel",Used,1991.0,10.36,3.21,GRP,Croatia (Hrvatska) ,21-30
2636,2636,166,EUR,29000.0,Sport Boat,Four Winns ,"Used boat,Unleaded",Used,2005.0,7.8,2.56,,France ,11-20
2637,2637,166,CHF,76131.0,Pilothouse,Salpa ,"new boat from stock,Unleaded",new,2020.0,7.6,2.53,GRP,Switzerland ,41-50
2638,2638,166,CHF,21681.0,Fishing Boat,FÃ¼llemann ,new boat on order,new,,6.03,1.9,GRP,Switzerland ,11-20
2639,2639,166,EUR,75000.0,House Boat,,"Used boat,Diesel",Used,1956.0,19.99,4.95,Steel,Netherlands ,41-50
2640,2640,166,EUR,155000.0,Trawler,,"Used boat,Diesel",Used,1965.0,17.15,3.5,Steel,Germany ,61-70
2641,2641,166,EUR,57900.0,Sport Boat,Quicksilver ,"Used boat,Unleaded",Used,2018.0,6.99,6.96,PVC,France ,31-40
2642,2642,165,EUR,13800.0,Sport Boat,Viking ,new boat from stock,new,2020.0,5.5,2.17,Aluminium,Germany ,0-10
2643,2643,165,EUR,8500.0,Center console boat,Allegra ,Used boat,Used,2018.0,5.3,2.2,GRP,Italy ,0-10
2644,2644,165,EUR,19900.0,Bowrider,Chris Craft ,"Used boat,Unleaded",Used,1995.0,7.83,2.58,PVC,France ,0-10
2645,2645,165,EUR,120000.0,Flybridge,Azimut ,"Used boat,Diesel",Used,1999.0,12.06,4.04,PVC,France ,51-60
2646,2646,165,EUR,44500.0,Motor Yacht,,Used boat,Used,1965.0,12.0,3.7,Steel,Netherlands ,21-30
2647,2647,165,EUR,25900.0,Sport Boat,Regal ,"Used boat,Unleaded",Used,2007.0,6.7,2.5,PVC,France ,11-20
2648,2648,165,EUR,14990.0,Cabin Boat,Polaris ,Diesel,Diesel,1982.0,7.75,2.66,GRP,Germany ,0-10
2649,2649,165,EUR,12500.0,Cabin Boat,Compromis ,Used boat,Used,1983.0,7.2,2.85,GRP,Netherlands ,0-10
2650,2650,165,EUR,29000.0,Pilothouse,Jeanneau ,"Used boat,Diesel",Used,2003.0,8.25,2.89,PVC,France ,11-20
2651,2651,165,DKK,172458.0,Hardtop,Bavaria ,new boat from stock,new,2020.0,10.94,3.31,,Denmark ,61-70
2652,2652,165,EUR,680000.0,Flybridge,Mochi Craft ,"Used boat,Diesel",Used,2008.0,16.65,4.9,GRP,Italy ,91-100
2653,2653,165,EUR,32000.0,Motor Yacht,Posillipo ,"Used boat,Diesel",Used,1976.0,12.5,4.26,GRP,Croatia (Hrvatska) ,11-20
2654,2654,165,EUR,33000.0,Sport Boat,Sea Ray ,"Used boat,Unleaded",Used,2006.0,7.62,2.56,GRP,Greece ,11-20
2655,2655,165,EUR,65000.0,Motor Yacht,Fiart Mare ,"Used boat,Diesel",Used,2004.0,10.17,3.26,GRP,Italy ,31-40
2656,2656,164,EUR,66500.0,House Boat,,new boat from stock,new,2019.0,9.26,3.0,Steel,Netherlands ,31-40
2657,2657,164,CHF,258200.91,Bowrider,Four Winns ,"new boat from stock,Unleaded",new,2019.0,9.16,2.87,GRP,Switzerland ,71-80
2658,2658,164,EUR,2950000.0,Motor Yacht,Sunreef ,"Used boat,Diesel",Used,2017.0,20.45,10.5,GRP,Spain,91-100
2659,2659,164,EUR,49949.0,Pilothouse,Beneteau,new boat from stock,new,2019.0,7.48,2.53,GRP,Switzerland ,31-40
2660,2660,164,CHF,32402.7,Fishing Boat,FÃ¼llemann ,new boat from stock,new,2018.0,6.03,1.9,GRP,Switzerland ,11-20
2661,2661,164,EUR,360000.0,Motor Yacht,,"Used boat,Diesel",Used,1993.0,23.0,5.6,,Italy,81-90
2662,2662,164,EUR,54900.0,Sport Boat,Sunseeker ,"Used boat,Diesel",Used,1992.0,11.2,3.16,PVC,Belgium ,31-40
2663,2663,164,EUR,17490.0,Cabin Boat,Hanto ,"Used boat,Diesel",Used,1984.0,7.0,2.0,GRP,Germany ,0-10
2664,2664,164,EUR,249900.0,Motor Yacht,Invictus ,"new boat from stock,Diesel",new,2019.0,10.0,2.78,GRP,Spain ,71-80
2665,2665,164,EUR,51175.0,Deck Boat,Parker ,"new boat from stock,Unleaded",new,2020.0,6.45,2.45,GRP,Switzerland ,31-40
2666,2666,164,EUR,49000.0,Pilothouse,AluForce ,new boat from stock,new,2020.0,7.4,2.45,Aluminium,Germany ,21-30
2667,2667,164,EUR,44999.0,Pilothouse,Quicksilver (Brunswick Marine) ,"new boat from stock,Unleaded",new,2020.0,6.4,2.46,GRP,Germany ,21-30
2668,2668,164,EUR,39000.0,Pilothouse,Yamarin ,new boat from stock,new,2020.0,6.05,2.32,Aluminium,Germany ,21-30
2669,2669,164,CHF,97020.0,"Classic,Pontoon Boat",Giudecca ,"Used boat,Unleaded",Used,1993.0,7.56,2.31,GRP,Switzerland ,51-60
2670,2670,164,EUR,38000.0,Motor Yacht,Fiart Mare ,"Used boat,Diesel",Used,1989.0,10.44,3.7,GRP,Italy ,21-30
2671,2671,164,EUR,64850.0,Trawler,Broom ,Diesel,Diesel,1997.0,9.45,3.51,GRP,Germany ,31-40
2672,2672,164,EUR,64800.0,Motor Yacht,Kempers ,"Used boat,Diesel",Used,1984.0,12.25,3.7,Steel,Croatia (Hrvatska) ,31-40
2673,2673,164,EUR,23500.0,Trawler,Cascaruda ,Diesel,Diesel,1982.0,9.3,3.0,Steel,Germany ,11-20
2674,2674,164,EUR,64500.0,Motor Yacht,Fairline ,"Used boat,Unleaded",Used,1993.0,11.05,3.49,GRP,Germany ,31-40
2675,2675,163,CHF,72171.0,Sport Boat,Cormate ,"Display Model,Unleaded",Display,2017.0,7.1,2.26,GRP,Switzerland ,41-50
2676,2676,163,EUR,97625.0,Bowrider,Regal ,"new boat from stock,Unleaded",new,2020.0,7.3,2.5,GRP,Germany ,51-60
2677,2677,163,EUR,199000.0,Hardtop,Nimbus ,"Used boat,Diesel",Used,2012.0,10.42,3.1,GRP,Germany ,61-70
2678,2678,163,EUR,150000.0,Flybridge,Princess ,"Used boat,Diesel",Used,1997.0,15.23,4.3,,France ,61-70
2679,2679,163,EUR,6950000.0,Mega Yacht,Sunseeker ,"Used boat,Diesel",Used,2013.0,34.53,7.41,GRP,Monaco,91-100
2680,2680,163,EUR,54900.0,Cabin Boat,,Used boat,Used,2003.0,9.2,3.0,GRP,Netherlands ,31-40
2681,2681,163,EUR,22000.0,Pontoon Boat,Sessa ,"Used boat,Unleaded",Used,2009.0,6.45,2.5,GRP,Italy ,11-20
